Deskripsi,Judul,Link Berita,Tanggal Terbit
Akun palsu. Akun Facebook Mir’a Hayati adalah Mir’a Hayati (facebook.com/mira.hayati17) yang terlampir di bio akun Instagram resmi Mir’a Hayati (instagram.com/mirahayati29).,Penipuan Mira Hayati Berbagi Rejeki Melalui Akun Facebook Mira Hayati,https://turnbackhoax.id/2024/10/10/penipuan-mira-hayati-berbagi-rejeki-melalui-akun-facebook-mira-hayati/,2024/10/10
"Faktanya, orang yang pernah diancam atau dijatuhi hukuman berdasarkan putusan pengadilan—termasuk bekas narapidana—tidak memenuhi syarat menjadi anggota Wantimpres.",Salah! DPR Sahka RUU Wantimpres Eks Napi Bisa Jadi Anggota,https://turnbackhoax.id/2024/10/10/salah-dpr-sahkan-ruu-wantimpres-eks-napi-bisa-jadi-anggota/,2024/10/10
Kementerian Agama melalui akun Instagram resminya (kemenag_ri) pada Kamis (3/10/2024) menegaskan seleksi petugas haji 2025 belum dibuka.,Penipuan Pengumuman Lowongan Kerja Petugas Haji 2025,https://turnbackhoax.id/2024/10/10/penipuan-pengumuman-lowongan-kerja-petugas-haji-2025/,2024/10/10
"Tautan tersebut palsu, dan telah diklarifikasi oleh KPI.",Penipuan Tautan Lowongan Kerja Oleh Komisi Penyiaran Indonesia,https://turnbackhoax.id/2024/10/09/penipuan-tautan-lowongan-kerja-oleh-komisi-penyiaran-indonesia/,2024/10/09
"Faktanya, berdasarkan situs pendeteksi AI terbukti bahwa video yang menampilkan peliharaan anak kuda poni putih yang menggemaskan adalah video yang dibuat dengan manipulasi AI.",Salah Video Anak Kuda Poni Putih,https://turnbackhoax.id/2024/10/09/salah-video-anak-kuda-poni-putih/,2024/10/09
Konten tersebut dibuat oleh AI. Ukuran asli anak merak tak sekecil yang ditampilkan dalam video. Perlu waktu sekitar tiga bulan agar merak bisa mengembangkan ekornya.,Salah Video Bayi Merak Putih Seukuran Telapak Tangan,https://turnbackhoax.id/2024/10/09/salah-video-bayi-merak-putih-seukuran-telapak-tangan/,2024/10/09
"Informasi yang menyesatkan. Foto Najwa Shihab yang terbaring di rumah sakit itu adalah foto pada tahun 2021 dan dirawat karena gangguan usus. Selain itu, akun Facebook yang mengunggah foto Najwa tersebut adalah akun palsu.",Penipuan Foto Najwa Shihab Dirawat Di Rumah Sakit Karena Penyakit Tulang,https://turnbackhoax.id/2024/10/09/penipuan-foto-najwa-shihab-dirawat-di-rumah-sakit-karena-penyakit-tulang/,2024/10/09
"Berdasarkan hasil pencarian di akun Facebook, Tiktok, dan Instagram resmi Raffi Ahmad, tidak ditemukan adanya kuis berhadiah jutaan rupiah seperti yang disebutkan oleh akun Facebook tersebut.",Penipuan Testimoni Penerima Hadiah Giveaway Dari Raffi Ahmad Di Facebook,https://turnbackhoax.id/2024/10/09/penipuan-testimoni-penerima-hadiah-giveaway-dari-raffi-ahmad-di-facebook/,2024/10/09
"Tidak benar bahwa Honda Indonesia membuka giveaway motor CRF secara gratis bagi yang bisa memenangkan games tangkap gambar, unggahan yang mengatasnamakan Honda tersebut dapat dicurigai sebagai modus penipuan.",Penipuan Giveaway Motor CRF Dari Akun ptastrahonda_motor,https://turnbackhoax.id/2024/10/09/penipuan-giveaway-motor-crf-dari-akun-ptastrahonda_motor/,2024/10/09
Nomor WhatsApp tersebut bukan milik Pjs Wali Kota Makassar Andi Arwin Azis,Penipuan Pjs Wali Kota Makassar Pinjam Uang Lewat Pesan WA,https://turnbackhoax.id/2024/10/09/penipuan-pjs-wali-kota-makassar-pinjam-uang-lewat-pesan-wa/,2024/10/09
Kepala Bidang Pengelolaan Sampah DLH Kota Bontang Syakhruddin menyebut pihaknya tak pernah mengeluarkan SE itu.,Penipuan Surat Edaran Iuran Sampah Mencatut Dinas Lingkungan Hidup Bontang,https://turnbackhoax.id/2024/10/09/penipuan-surat-edaran-iuran-sampah-mencatut-dinas-lingkungan-hidup-bontang/,2024/10/09
"Pesan tersebut adalah informasi keliru. Faktanya, video merupakan dokumentasi dari kejadian di Jati Sampurna, Bekasi.",Salah Pesan Berantai Video Pencurian Motor Di Jepara,https://turnbackhoax.id/2024/10/09/salah-pesan-berantai-video-pencurian-motor-di-jepara/,2024/10/09
Informasi bukan berasal dari akun resmi perusahaan. PT Timah telah mengklarifikasi pengumuman loker itu adalah bentuk penipuan.,Penipuan Info Loker PT Timah Dari Akun Facebook PT Timah Tbk,https://turnbackhoax.id/2024/10/09/penipuan-info-loker-pt-timah-dari-akun-facebook-pt-timah-tbk/,2024/10/09
Video tersebut merupakan konten yang menyesatkan. Klaim serupa sudah beredar sejak 2018 dan telah diluruskan beberapa kali oleh tim pemeriksa fakta Mafindo (TurnBackHoax).,Salah Video Paket COD Isi Narkoba Asal Cina Untuk Warga Yogyakarta,https://turnbackhoax.id/2024/10/09/salah-video-paket-cod-isi-narkoba-asal-cina-untuk-warga-yogyakarta/,2024/10/09
"Klaim mengenai autoimun akibat vaksinasi Covid-19 tidak akurat, sejauh ini vaksin Covid-19 terbukti memiliki risiko yang sangat kecil.",Salah Kasus Autoimun Meningkat Setelah Vaksinasi Covid-19,https://turnbackhoax.id/2024/10/09/salah-kasus-autoimun-meningkat-setelah-vaksinasi-covid-19/,2024/10/09
"Faktanya, tidak ada pernyataan resmi dari PSSI tentang hal ini. Agenda laga persahabatan dengan tim luar negeri pun sulit direalisasi lantaran padatnya jadwal Timnas Indonesia.",Salah PSSI Undang Timnas Portugal Untuk Lawan Indonesia,https://turnbackhoax.id/2024/10/08/salah-pssi-undang-timnas-portugal-untuk-lawan-indonesia/,2024/10/08
"Faktanya, Pimpinan Sementara DPR/DPD/MPR RI dalam pelantikan menyebut nama Joko Widodo dan jabatannya (Presiden Republik Indonesia).",Salah Nama Jokowi Tidak Disebut Saat Pelantikan DPR RI 2024-2029,https://turnbackhoax.id/2024/10/08/salah-nama-jokowi-tidak-disebut-saat-pelantikan-dpr-ri-2024-2029/,2024/10/08
"Informasi yang beredar bukan berasal dari akun resmi Coca-Cola. Sebelumnya, pihak Coca-Cola telah mengimbau masyarakat tentang undian, survei, atau hadiah yang mengatasnamakan Coca-Cola.",Penipuan Coca-Cola Ulang Tahun Bagi-Bagi Rp10 Juta Dan Ratusan Ponsel,https://turnbackhoax.id/2024/10/08/penipuan-coca-cola-ulang-tahun-bagi-bagi-rp10-juta-dan-ratusan-ponsel/,2024/10/08
Unggahan bukan berasal dari akun resmi RANS Entertainment dan merupakan konten tiruan untuk modus penipuan.,Penipuan Lowongan Kerja RANS Entertainment Bulan Oktober 2024,https://turnbackhoax.id/2024/10/08/penipuan-lowongan-kerja-rans-entertainment-bulan-oktober-2024/,2024/10/08
"Sosok dalam dokumentasi tersebut bukanlah kakek Anies Baswedan, melainkan anggota formulasi Indian Foreign Service—yang juga Duta Besar India—Muhammad Yunus Khan.",Salah Potret Kakek Anies Baswedan Berdiri Di Antara Ir Soekarno Dan Jenderal Soedirman,https://turnbackhoax.id/2024/10/08/salah-potret-kakek-anies-baswedan-berdiri-di-antara-ir-soekarno-dan-jenderal-soedirman/,2024/10/08
"Faktanya, video diambil saat insiden terbaliknya Kapal Motor Penyeberangan (KMP) Bili yang melayani jalur sungai Tebas Kuala-Tebas Seberang pada Februari 2021.",Salah Kapal Feri Banyuwangi-Bali Hampir Tenggelam Pada September 2024,https://turnbackhoax.id/2024/10/08/salah-kapal-feri-banyuwangi-bali-hampir-tenggelam-pada-september-2024/,2024/10/08
Kadis Kominfo Minahasa Maya Kainde mengonfirmasi akun WhatsApp tersebut bukan milik Pj Bupati Noudy Tendean.,Penipuan Akun WhatsApp Mencatut PJ Bupati Minahasa Noudy Tendean,https://turnbackhoax.id/2024/10/07/penipuan-akun-whatsapp-mencatut-pj-bupati-minahasa-noudy-tendean/,2024/10/07
"Melansir reportase Kompas.com, Prabowo dan Gibran Rakabuming akan merampungkan susunan kabinet pada Selasa (15/10/2024).","SALAH Prabowo Umumkan Kabinet 2024—2029, Ada Rocky Gerung",https://turnbackhoax.id/2024/10/07/salah-prabowo-umumkan-kabinet-2024-2029-ada-rocky-gerung/,15/10/2024
"Tanaman sawo—mulai dari buah, daun, hingga kayu—mengandung banyak nutrisi. Namun, penggunaan sawo untuk pengobatan vertigo belum teruji secara ilmiah.","Belum Terbukti, Air Rendaman Sawo Bisa Obati Vertigo Dalam Tiga Hari",https://turnbackhoax.id/2024/10/07/belum-terbukti-air-rendaman-sawo-bisa-obati-vertigo-dalam-tiga-hari/,07/10/2024
Unggahan yang berisi informasi tentang air rebusan daun sisik naga dapat menyembuhkan penyakit asma adalah merupakan konten yang menyesatkan.,"Belum Terbukti, Air Rebusan Daun Sisik Naga Ampuh Hilangkan Asma",https://turnbackhoax.id/2024/10/07/belum-terbukti-air-rebusan-daun-sisik-naga-ampuh-hilangkan-asma/,07/10/2024
"Epidemiolog dari Griffith University, Dicky Budiman, mengatakan Vaksinasi Covid-19 tidak menyebabkan peningkatan kasus cacar (cacar air maupun cacar monyet) serta gondongan.",SALAH! Makin Banyak Kasus Gondongan dan Cacar Usai Vaksinasi Covid-19,https://turnbackhoax.id/2024/10/07/salah-makin-banyak-kasus-gondongan-dan-cacar-usai-vaksinasi-covid-19/,07/10/2024
Tidak ditemukan kecocokan antara foto yang dimuat dengan artikel yang terbit menggunakan judul tersebut.,SALAH! Tangkapan Layar Artikel Antara: Warga Arab Saudi Sebut Islam Indonesia Mudah di Bodoh-Bodoh oleh Habib-Habib yang Tidak Jelas Asal Usul-nya,https://turnbackhoax.id/2024/10/07/salah-tangkapan-layar-artikel-antara-warga-arab-saudi-sebut-islam-indonesia-mudah-di-bodohi-oleh-habib-habib-yang-tidak-jelas-asal-usul-nya/,07/10/2024
Belum ada bukti ilmiah yang mengungkap dampak buruk akibat meminum air sambil berdiri.,SALAH Minum Sambil Berdiri Berdampak Buruk Terhadap Kesehatan,https://turnbackhoax.id/2024/10/04/salah-minum-sambil-berdiri-berdampak-buruk-terhadap-kesehatan/,04/10/2024
"Faktanya, sosok dalam foto adalah IShowSpeed, streamer asal Amerika yang aktif melakukan in real life streaming di YouTube.",SALAH Potret Orang Amerika Pertama yang Mengenal Budaya dan Tradisi Jawa,https://turnbackhoax.id/2024/10/04/salah-potret-orang-amerika-pertama-yang-mengenal-budaya-dan-tradisi-jawa/,04/10/2024
"Video yang beredar bukanlah dokumentasi penyembelihan, melainkan stunning atau pemingsanan ternak sebelum disembelih. Proses tersebut sudah sesuai fatwa halal MUI.",SALAH Penyembelihan di RPH Pegirian Surabaya Tidak Sesuai Syariat Islam,https://turnbackhoax.id/2024/10/04/salah-penyembelihan-di-rph-pegirian-surabaya-tidak-sesuai-syariat-islam/,04/10/2024
"Juru bicara Solen (produsen jajanan Luppo) menyebut rekaman itu menipu, tidak berdasar, dan palsu. Perusahaan juga mengatakan rekaman tersebut diproduksi dengan tujuan pencemaran nama baik.",Review [SALAH] Snack Merek Luppo dari Mengandung Tablet yang Membuat Pingsan Anak-Anak,https://turnbackhoax.id/2024/10/04/review-salah-snack-merek-luppo-dari-mengandung-tablet-yang-membuat-pingsan-anak-anak/,04/10/2024
"Selain mencatut logo TVRI, domain tvniasnews.com tidak ditemukan karena tidak terdaftar.",SALAH Tangkapan Layar tvniasnews.com: Sandiaga Uno Bakal Polisikan Anies Baswedan Bila Utang Anies yang 523 Milyar Tidak Segera Dibayar,https://turnbackhoax.id/2024/10/04/salah-tangkapan-layar-tvniasnews-com-sandiaga-uno-bakal-polisikan-anis-baswedan-bila-utang-anis-yang-523-milyar-tidak-segera-dibayar/,04/10/2024
Kepala Dinas Komunikasi dan Informasi Jawa Barat dan keluarga Danny Setiawan menerangkan gubernur Jawa Barat periode 2003—2008 itu masih menjalani perawatan di RS Borromeus Bandung.,SALAH Mantan Gubernur Jawa Barat Danny Setiawan Meninggal 27 September 2024,https://turnbackhoax.id/2024/10/03/salah-mantan-gubernur-jawa-barat-danny-setiawan-meninggal-27-september-2024/,03/10/2024
Konten yang beredar merupakan hasil manipulasi. CNBC Indonesia tidak pernah mempublikasikan berita dengan judul tersebut.,SALAH CNBC Indonesia Tayangkan Berita Presiden China: Tidak Ada Satu Negara Pun yang Bisa Kalahkan Israel,https://turnbackhoax.id/2024/10/03/salah-cnbc-indonesia-tayangkan-berita-presiden-cina-tidak-ada-satu-negara-pun-yang-bisa-kalahkan-israel/,03/10/2024
RSUD Jombang tidak pernah mengeluarkan pengumuman rekrutmen melalui saluran tidak resmi.,Penipuan Lowongan Perawat RSUD Jombang Tahun 2024,https://turnbackhoax.id/2024/10/02/penipuan-lowongan-perawat-rsud-jombang-tahun-2024/,02/10/2024
Hasil periksa fakta Arief Putra Ramadhan. Video tersebut termasuk hoaks lama pada tahun 2022 dan muncul kembali. Selengkapnya di bagian PENJELASAN dan REFERENSI.,SALAH Keributan Antara Pemilik Tanah Mengamuk Karena Tanahnya Digunakan Akses Proyek PLTU,https://turnbackhoax.id/2024/10/02/salah-keributan-antara-pemilik-tanah-mengamuk-karena-tanahnya-digunakan-akses-proyek-pltu/,02/10/2024
Hasil periksa fakta Arief Putra Ramadhan. Video tersebut merupakan potongan Wakil Presiden terpilih Gibran Rakabuming Raka yang sedang membacakan pengunduran diri sebagai Wali Kota Solo,SALAH Gibran Mundur Sebagai Cawapres,https://turnbackhoax.id/2024/10/02/salah-gibran-mundur-sebagai-cawapres/,02/10/2024
Hasil periksa fakta Evarizma Zahra. Konten yang menyesatkan. Isi dari artikel CNBC Indonesia yang dilampirkan pengguna Twitter tersebut tidak ada hubungannya dengan klaim Bill Gates,SALAH Bill Gates Telah “Meramal” COVID-19 dan Vaksin,https://turnbackhoax.id/2024/10/02/salah-bill-gates-telah-meramal-covid-19-dan-vaksin/,02/10/2024
Hasil periksa fakta Syifa Ainun Faktanya berdasarkan website resmi dan Instagram yang bertanda centang biru milik PT Surveyor Indonesia tidak ditemukan klaim serupa yang menyatakan,PENIPUAN Lowongan Kerja BUMN PT Surveyor Indonesia (Besar-Besaran),https://turnbackhoax.id/2024/10/02/penipuan-lowongan-kerja-bumn-pt-surveyor-indonesia-besar-besaran/,02/10/2024
"Hasil periksa fakta Syifa Ainun. Klaim yang menyatakan bahwa telah terjadi badai dahsyat yang menghantam Jakarta, Bekasi & Malang pada 24 September 2024 dan menyebabkan","SALAH Detik² Mengerikan!! Badai Dahsyat Hantam Jakarta, Bekasi & Malang 24/09/2024, Semua Porak Poranda",https://turnbackhoax.id/2024/10/02/salah-detik%c2%b2-mengerikan-badai-dahsyat-hantam-jakarta-bekasi-malang-24-09-2024-semua-porak-poranda/,02/10/2024
Hasil periksa fakta Evarizma Zahra. Konten yang menyesatkan. Tidak ada penelitian atau bukti valid mengenai nanoteknologi yang diaktifkan 5G dan ditujukan sebagai agenda mengendalikan manusia.,SALAH Nanoteknologi yang Diaktifkan oleh 5G Untuk Mengendalikan Manusia dan Dapat Memberikan Gejala Seperti Flu,https://turnbackhoax.id/2024/10/02/salah-nanoteknologi-yang-diaktifkan-oleh-5g-untuk-mengendalikan-manusia-dan-dapat-memberikan-gejala-seperti-flu/,02/10/2024
"Hasil periksa fakta Syifa Ainun. Thumbnail merupakan hasil manipulasi, kemudian dalam video tersebut tidak ditemukan informasi yang menyatakan jika Presiden Jokowi membeli rumah mewah baru.",SALAH Presiden Jokowi Beli Rumah Mewah Baru!? Gaji Presiden Jokowidodo Terbaru di YouTube,https://turnbackhoax.id/2024/10/02/salah-presiden-jokowi-beli-rumah-mewah-baru-gaji-presiden-jokowidodo-terbaru-di-youtube/,02/10/2024
[SALAH] Video “Dahsyatnya Lahar Panas Gunung Lewotobi”,SALAH Video “Dahsyatnya Lahar Panas Gunung Lewotobi”,https://turnbackhoax.id/2024/12/08/salah-video-dahsyatnya-lahar-panas-gunung-lewotobi/,08/12/2024
"[PENIPUAN] Pendaftaran Loker Satpol PP, Damkar, dan Dishub","PENIPUAN Pendaftaran Loker Satpol PP, Damkar, dan Dishub",https://turnbackhoax.id/2024/12/08/penipuan-pendaftaran-loker-satpol-pp-damkar-dan-dishub/,08/12/2024
[SALAH] Laron Menjadi Rumput Teki Setelah Mati,SALAH Laron Menjadi Rumput Teki Setelah Mati,https://turnbackhoax.id/2024/12/08/salah-laron-menjadi-rumput-teki-setelah-mati/,08/12/2024
[PENIPUAN] Lowongan Kerja PT Sinar Sosro,PENIPUAN Lowongan Kerja PT Sinar Sosro,https://turnbackhoax.id/2024/12/08/penipuan-lowongan-kerja-pt-sinar-sosro/,08/12/2024
[SALAH] Dokumentasi “Puting Beliung Terjang Kota Nganjuk”,SALAH Dokumentasi “Puting Beliung Terjang Kota Nganjuk”,https://turnbackhoax.id/2024/12/08/salah-dokumentasi-puting-beliung-terjang-kota-nganjuk/,08/12/2024
[PENIPUAN] Tautan Rekrutmen “Petugas Kesehatan Haji”,PENIPUAN Tautan Rekrutmen “Petugas Kesehatan Haji”,https://turnbackhoax.id/2024/12/08/penipuan-tautan-rekrutmen-petugas-kesehatan-haji/,08/12/2024
[SALAH] Dokumentasi “Banjir Bandang di Kota Malang 1 Desember 2024”,SALAH Dokumentasi “Banjir Bandang di Kota Malang 1 Desember 2024”,https://turnbackhoax.id/2024/12/08/salah-dokumentasi-banjir-bandang-di-kota-malang-1-desember-2024/,08/12/2024
[SALAH] Striker Timnas Jepang Resmi Jadi Amunisi Baru Indonesia,SALAH Striker Timnas Jepang Resmi Jadi Amunisi Baru Indonesia,https://turnbackhoax.id/2024/12/08/salah-striker-timnas-jepang-resmi-jadi-amunisi-baru-indonesia/,08/12/2024
"[PENIPUAN] Prabowo Bikin Kuis Tebak Angka, Hadiah Puluhan Juta","PENIPUAN Prabowo Bikin Kuis Tebak Angka, Hadiah Puluhan Juta",https://turnbackhoax.id/2024/12/08/penipuan-prabowo-bikin-kuis-tebak-angka-hadiah-puluhan-juta/,08/12/2024
[SALAH] Apple Mau Investasi ke RI kalau Seluruh Pekerjanya Warga AS,SALAH Apple Mau Investasi ke RI kalau Seluruh Pekerjanya Warga AS,https://turnbackhoax.id/2024/12/07/salah-apple-mau-investasi-ke-ri-kalau-seluruh-pekerjanya-warga-as/,07/12/2024
Klaim yang menyatakan bahwa 500 aktivis bersatu dan menyeret Jokowi ke Penjara adalah salah. Tidak ditemukannya bukti yang kredibel mengenai,"SALAH 500 Aktivis Bersatu, Seret JKW ke Penjara",https://turnbackhoax.id/2024/10/02/salah-500-aktivis-bersatu-seret-jkw-ke-penjara/,2024/10/02
"Di akun Facebook resmi dan situs resmi milik BRI, tidak ditemukan informasi terkait pengundian hadiah seperti yang disebarkan sumber klaim.",PENIPUAN Akun Facebook Undian BRI 2024,https://turnbackhoax.id/2024/10/01/penipuan-akun-facebook-undian-bri-2024/,2024/10/01
Foto yang diklaim antrean beras pada tahun 1965 tersebut faktanya diambil pada 1947 saat warga lokal mengantre untuk pembagian pakaian,"SALAH Perbandingan Foto Antrean Beras Tahun 1965 dan 2024, “Bedanya Sekarang Ada Jalan Tol Guys”",https://turnbackhoax.id/2024/09/30/salah-perbandingan-foto-antrean-beras-tahun-1965-dan-2024-bedanya-sekarang-ada-jalan-tol-guys/,2024/09/30
"Faktanya setelah dideteksi dengan Hive Moderation, ditemukan angka sebesar 85,4% video tersebut memiliki probabilitas adalah deepfake yang dibuat dengan AI.",PENIPUAN Akun TikTok Rano Karno Akan Bagikan 20jt Bagi yang Sudah Follow,https://turnbackhoax.id/2024/09/30/penipuan-akun-tiktok-rano-karno-akan-bagikan-20jt-bagi-yang-sudah-follow/,2024/09/30
Faktanya pada postingan asli yang diunggah oleh pengusaha kosmetik ternama asal Sulawesi Selatan tersebut tidak terdapat narasi akan transfer uang,"PENIPUAN Video Agus Salim Bucar Akan Transfer Uang bagi Pemilik Rekening Bank BRI, BNI, Mandiri, BCA, dan Bank Lainnya",https://turnbackhoax.id/2024/09/30/penipuan-video-agus-salim-bucar-akan-transfer-uang-bagi-pemilik-rekening-bank-bri-bni-mandiri-bca-dan-bank-lainnya/,2024/09/30
"Penelusuran kanal komunikasi Bank BPD Bali, tidak ditemukan informasi yang membenarkan klaim dalam postingan yang beredar di Facebook tersebut. Postingan",PENIPUAN Hadiah Menarik Promo Daftar Gebyar Undian Bank BPD Bali,https://turnbackhoax.id/2024/09/30/penipuan-hadiah-menarik-promo-daftar-gebyar-undian-bank-bpd-bali/,2024/09/30
"Faktanya video yang ditampilkan tersebut merupakan pertemuan Prabowo dan Gibran pada 8 Juni 2024, sedangkan polemik fufufafa pertama kali beredar",SALAH Dialog dan Video “Hubungan Prabowo Gibran Pasca-polemik FufuFafa”,https://turnbackhoax.id/2024/09/30/salah-dialog-dan-video-hubungan-prabowo-gibran-pasca-polemik-fufufafa/,2024/09/30
Faktanya dalam video asli Hotman Paris bersama Louisse Scarlett mereka membicarakan kolaborasi antar brand skincare milik mereka berdua.,PENIPUAN Hotman Paris Bagikan Hadiah 100 Juta atau 1 Unit Mobil dengan Syarat Tebak Kata,https://turnbackhoax.id/2024/09/30/penipuan-hotman-paris-bagikan-hadiah-100-juta-atau-1-unit-mobil-dengan-syarat-tebak-kata/,2024/09/30
"Faktanya dalam video versi panjang dari Bambang Pamungkas (Bepe) dari video tersebut, tidak ada konteks Bepe membongkar skenario busuk untuk",SALAH Bambang Pamungkas Bongkar Skenario Busuk Hancurkan Timnas Indonesia,https://turnbackhoax.id/2024/09/30/salah-bambang-pamungkas-bongkar-skenario-busuk-hancurkan-timnas-indonesia/,2024/09/30
"Faktanya, cuplikan video yang ditampilkan di dalam unggahan, merupakan pidato dari Prabowo Subianto pada Global Food Security Forum di Bali,","SALAH IMPOR BERAS DARI TAHUN 2022-2024, PRABOWO SEBUT INDONESIA SWASEMBADA BERAS",https://turnbackhoax.id/2024/09/30/salah-impor-beras-dari-tahun-2022-2024-prabowo-sebut-indonesia-swasembada-beras/,2024/09/30
Faktanya mata lebam Paus Fransiskus dalam video tersebut akibat kecelakaan di Kolombia pada 10 September 2017. WHO memang telah menyatakan,SALAH Mata Lebam Paus Fransiskus Akibat dari Ritual Satanic Berkaitan dengan Agenda Depopulasi dengan Pandemi Buatan Virus Cacar Monyet,https://turnbackhoax.id/2024/09/30/salah-mata-lebam-paus-fransiskus-akibat-dari-ritual-satanic-berkaitan-dengan-agenda-depopulasi-dengan-pandemi-buatan-virus-cacar-monyet/,2024/09/30
"Faktanya, Korea Utara membuka kembali Pariwisata Musim Dingin pada Desember 2024. Dilansir dari BBC.com, bahwa otoritas Korea Utara mengizinkan wisatawan","SALAH Korea Utara Melarang Kewarganegaraan Israel, Jepang, dan Amerika mengikuti Pariwisata musim dingin",https://turnbackhoax.id/2024/09/30/salah-korea-utara-melarang-kewarganegaraan-israel-jepang-dan-amerika-mengikuti-pariwisata-musim-dingin/,2024/09/30
"Faktanya, tidak ada artikel dengan judul demikian yang diterbitkan oleh media Suara.com, seperti yang terlihat dalam gambar. Selengkapnya ada di",SALAH HASIL TANGKAPAN LAYAR ARTIKEL BERJUDUL “Ustadz Abdul Somad :Masuk Rumah Sakit (RS) Karena Penyakit Sipilis”,https://turnbackhoax.id/2024/09/30/salah-hasil-tangkapan-layar-artikel-berjudul-ustadz-abdul-somad-masuk-rumah-sakit-rs-karena-penyakit-sipilis/,2024/09/30
"Faktanya, tidak ditemukan adanya artikel dengan judul demikian. Hasil tangkapan layar tersebut merupakan gambar yang telah diedit. Selengkapnya ada di","SALAH HASIL TANGKAPAN LAYAR ARTIKEL BERJUDUL, “Susu Ikan Ternyata Ada. Ditemuka Sosok Lele Tobrut Di Sungai Jawa Tenggara”",https://turnbackhoax.id/2024/09/30/salah-hasil-tangkapan-layar-artikel-berjudul-susu-ikan-ternyata-ada-ditemuka-sosok-lele-tobrut-di-sungai-jawa-tenggara/,2024/09/30
"Faktanya, tidak ada informasi yang dapat membenarkan klaim yang terdapat di dalam unggahan Facebook tersebut. Sebaliknya, ditemukan informasi yang menyebutkan","SALAH BEN WEASEL JADI MUALAF, PINDAH DARI BUDHA KE ISLAM",https://turnbackhoax.id/2024/09/30/salah-ben-weasel-jadi-mualaf-pindah-dari-budha-ke-islam/,2024/09/30
Informasi menyesatkan. Foto dalam cuitan adalah foto lama yang diunggah kembali dengan narasi yang tidak berkaitan.,SALAH Foto Jimat Penangkal Bahaya Milik Hassan Nasrallah,https://turnbackhoax.id/2024/09/30/salah-foto-jimat-penangkal-bahaya-milik-hassan-nasrallah/,2024/09/30
"Tidak ada penelitian yang dapat mendukung klaim mengonsumsi bawang putih, bawang bombay, dan jeruk nipis yang telah dihaluskan dapat menyembuhkan",SALAH Ramuan Bawang untuk Obati Gagal Ginjal dan Asam Urat,https://turnbackhoax.id/2024/09/30/salah-ramuan-bawang-untuk-obati-gagal-ginjal-dan-asam-urat/,2024/09/30
Informasi yang menyesatkan. Kandungan fluoride dalam pasta gigi ada dalam dosis wajar dan tidak berbahaya.,SALAH Hindari Pasta Gigi Fluoride karena Sebabkan Penurunan IQ,https://turnbackhoax.id/2024/09/30/salah-hindari-pasta-gigi-fluoride-karena-sebabkan-penurunan-iq/,2024/09/30
Notifikasi surat tilang hanya dikirimkan berupa surat pemberitahuan melalui PT Pos. Segala notifikasi surat tilang yang bukan berasal dari surat,PENIPUAN SMS Konfirmasi Tilang Korlantas,https://turnbackhoax.id/2024/09/30/penipuan-sms-konfirmasi-tilang-korlantas/,2024/09/30
"Faktanya, akun tersebut bukanlah akun resmi milik pemerintah untuk membagikan informasi mengenai pencairan dana bantuan Program Keluarga Harapan. Sehingga, informasi mengenai dana",PENIPUAN Dana Bantuan Program Keluarga Harapan 2024 Senilai Rp27.300.000,https://turnbackhoax.id/2024/09/30/penipuan-dana-bantuan-program-keluarga-harapan-2024-senilai-rp27-300-000/,2024/09/30
"Faktanya, video tersebut tidak membahas mengenai Prabowo yang resmi maju tanpa Gibran melainkan membahas mengenai respon pengamat politik terkait akun fufufafa.",[SALAH] Prabowo Resmi Maju Tanpa Gibran Imbas Akun Fufufafa,https://turnbackhoax.id/2024/09/30/salah-prabowo-resmi-maju-tanpa-gibran-imbas-akun-fufufafa/,"September 30, 2024"
"Faktanya, tidak terjadi banjir setinggi 4 meter di Batam pada 25 September 2024.",[SALAH] Banjir 4 Meter Tenggelamkan Batam 25 September 2024,https://turnbackhoax.id/2024/09/30/salah-banjir-4-meter-tenggelamkan-batam-25-september-2024/,"September 30, 2024"
"Faktanya, pada isi video hanya menyebutkan mengenai gagalnya Indra Sjafri Timnas Junior lolos ke babak selanjutnya pada laga Seoul Earth on Us Cup",[SALAH] Indra Sjafri Dipecat dan Digantikan Dengan Park Hang Seo,https://turnbackhoax.id/2024/09/30/salah-indra-sjafri-dipecat-dan-digantikan-dengan-park-hang-seo/,"September 30, 2024"
"Faktanya, postingan tersebut tidak diunggah oleh akun resmi BPJS Kesehatan. Selain itu, video yang digunakan tidak mendukung dengan klaim yang disampaikan oleh",[PENIPUAN] Bantuan BPJS Subsidi 2024 Sebesar Rp250 Juta Klaim melalui Whatsapp,https://turnbackhoax.id/2024/09/30/penipuan-bantuan-bpjs-subsidi-2024-sebesar-rp250-juta-klaim-melalui-whatsapp/,"September 30, 2024"
"Faktanya, Aksi demo tersebut terjadi pada 22 Agustus 2024 dan bukan pada 23 September 2024.",[SALAH] Aksi Demonstrasi di Malioboro 23 September 2024,https://turnbackhoax.id/2024/09/30/salah-aksi-demonstrasi-di-malioboro-23-september-2024/,"September 30, 2024"
"Link website yang tertera pada postingan gebyar undian tersebut tidak mengarahkan ke website resmi BRi di https://bri.co.id/, selain itu di media",[PENIPUAN] Pengambilan Kupon Hadiah Gebyar BRI,https://turnbackhoax.id/2024/09/30/penipuan-pengambilan-kupon-hadiah-gebyar-bri/,"September 30, 2024"
