Statement,Narrative,Label
"wakil pimpinan ponpes darul muwahiddin asep zaki menjelaskan bahwa penolakan atas kedatangan ma’aruf amin ke ponpesnya lantaran agenda kedatangannya bentrok dengan agenda pimpinan ponpes. “murni karena ada kegiatan. insya allah darul muwahhidin tidak terkait dengan kegiatan politik praktis. siapa pun yang datang untuk bersilaturahmi kami terima,” pungkasnya.","sejak beberapa hari yang lalu ramai di media sosial terkait pidato prabowo pada acara indonesia economic forum, di hotel shangri-la, jakarta, rabu (21/11/2018).
dalam acara itu, prabowo menyebut “kita hanya memiliki satu profesor fisika, hanya satu, coba bayangkan” seperti yang diberitakan olehdetik.comberjudul “strategi prabowo kembangkan iptek di indonesia”.
kalimat kontroversial yang diungkapkan oleh prabowo, langsung marak dibicarakan oleh masyarakat khusus di jagat maya, terlihat dari banyaknya warganet yang menyebarluaskan berita tersebut yang disertai komentar negative dari warganet tersebut.
menanggapi viralnya informasi itu, kepala media center prabowo-sandi, ariseno ridhwan, menyayangkan salah kutip yang dilakukan salah satu media nasional saat calon presiden nomor urut 02, prabowo subianto berpidato pada acara indonesia economic forum.
ariseno menjelaskan, dalam pidatonya, prabowo tidak pernah menyampaikan bahwa saat ini indonesia hanya memiliki satu profesor fisika.
“silakan didengarkan lagi. dilihat lagi rekaman pidato pak prabowo. khususnya pada bagian itu. tidak ada kalimat seperti yang ditulis media bahwa prabowo bilang indonesia hanya punya satu profesor fisika,” ujar ariseno dalam keterangannya, minggu (25/11/2018).
ia menjelaskan, prabowo saat itu memaparkan dengan jelas permasalahan indonesia dalam persaingan teknologi dan sains, sebagaimana yang dikatakan fisikawan peraih nobel dari amerika serikat kepada prabowo saat dia berkunjung ke indonesia.
menurut ariseno, fisikawan tersebut mengatakan kepada prabowo. jika indonesia sebagai negara dengan penduduk terbanyak keempat di dunia, di universitas indonesia (ui) yang menjadi perguruan tinggi terbaik, hanya memiliki satu profesor fisika.
“
pada kesempatan itu, ariseno juga berharap agar media dapat dengan akurat dan jujur dalam memberitakan. bukan hanya untuk kubu prabowo-sandi saja, melainkan semua hal agar demokrasi indonesia terasa sejuk.
“media center ini resmi.
berikut petikan terjemahan pidato prabowo soal profesor fisika:
“…lulusan dari bidang sains, teknologi, teknik (enginering), matematika, berjumlah 300ribu pertahun. di tiongkok 1,3 juta lulusan per tahunnya. empat (4) kali lebih banyak dari amerika serikat yang lulus di bidang sains, teknologi, dan matematika. di indonesia? saya agak sedikit ragu mengenai jumlahnya, tapi saya berasumsi jumlahnya sangat menyedihkan.
saya pernah berbincang dengan seorang fisikawan peraih nobel dari amerika serikat saat dia berkunjung ke indonesia. dia bercerita mengenai kunjungannya ke departemen fisika, universitas indonesia, salah satu perguruan tinggi terbaik di indonesia. setelah berkunjung kesana, malamnya kami bertemu dan dia bercerita.
seperti anda semua tahu bagaimana para ilmuwan itu, mereka bukan diplomat, mereka bukan politisi, mereka berkata apa yang mereka pikirkan (apa adanya, blak-blakan).
dan dia bercerita kepada saya, “dengan hormat pak, bagaimana bisa negara anda, negara dengan penduduk terbanyak ke-empat di dunia, dan di perguruan terbaik anda hanya ada satu profesor fisika? satu?
saya menceritakan ini saat saya memberikan ceramah di fakultas ekonomi beberapa bulan lalu, pak dino juga hadir di sana.
ketika saya menceritakan ini di universitas indonesia, disana hadir wakil rektor, dan dia pertama yang protes “tidak benar itu! tidak benar kalau kita hanya punya satu ph.d (doktor) fisika!”.
lalu saya berkata “baik pak, bolehkah saya bertanya berapa yang anda (ui) punya?” lalu dia menjawab “kami akan cek.” bisa anda bayangkan, seorang wakil rektor tidak mengetahui berapa banyak ph.d (doktor) yang dia miliki? sangat sedih.
abad ke-21 adalah abad tentang sains, tentang teknologi dan teknik. bagaimana kita bisa bersaing tanpa sains.”
ternyata di indonesia banyak profesor fisika yang menjadi pengajar di universitas indonesia dan institut teknologi bandung. bisa langsung diliat cuplikan layar daftar profesor fisika di kedua kampus tersebut.",0
"gemp4rr!! gibr4n g4g4l dil4ntik setel4h kethu4n hina pr4bowo d4n 4n4kny4 ~
breaking news

breaking news
terbongkar! jej4k digit4l gibr4n
pr4bowo subi4nto puny4 4n4k h*mo d4n pec4t4n tni","beredar sebuah video dari channel youtube bernama infotama news bernarasikan gibran rakabuming raka gagal dilantik sebagai wakil presiden setelah ketahuan hina prabowo subianto dan anaknya. video tersebut diunggah pada 3 september 2024.
setelah dilakukan penelusuran, dalam video tersebut hanya menampilkan cuplikan dari beberapa video berbeda yang digabung menjadi satu dan tidak mendukung klaim narasi yang beredar.
narator dalam video hanya membacakan ulang artikel dari jawapos.com berjudul “kronologi trending topik fufufafa yang diduga ditulis oleh gibran rakabuming raka: sebut prabowo subianto punya anak h*mo dan pecatan tni”.
dalam artikel ini membahas tentang akun kaskus bernama “fufufafa” jadi trending di media sosial twitter (x) yang menjelekkan prabowo subianto. akun kaskus tersebut diduga milik gibran rakabuming raka.",1
"“khusus untuk yang belum dapat bantuan 10.000.000 dari saya, acara ini resmi ya bukan hoax. syaratnya kalian cukup bagikan video ini sebanyak-banyaknya, supaya saudara, teman, dan kerabat kalian bisa mendapatkan kesempatan ini juga, jika sudah segera hubungi saya di bio ya”

“","beredar sebuah postingan facebook bernama melvinahus yanti membagikan sebuah video yang menunjukkan presiden jokowi akan membagikan bantuan sebesar rp10.000.000 dengan syarat membagikan video tersebut sebanyak-banyaknya, kemudian menghubungi kontak whatsapp jika sudah memenuhi syarat.
namun masyarakat perlu mengetahui bahwa postingan semacam ini merupakan modus penipuan yang dapat mengancam dan merugikan masyarakat. dalam postingan tersebut calon korban diarahkan untuk menghubungi salah satu kontak whatsapp yang bersifat private, cara pengambilan bantuan atau hadiah semacam ini merupakan ciri-ciri dari modus penipuan.
masyarakat juga dihimbau untuk tidak mengikuti instruksi yang diberikan dan tidak memberikan data pribadi yang bersifat rahasia supaya dapat terhindar menjadi korban penipuan.
pendeteksian ai dengan hive moderation, ditemukan bahwa video tersebut memiliki probabilitas sebesar 94,8% adalah konten buatan ai atau deepfake. penelusuran dengan google lens ditemukan beberapa artikel berita yang menggunakan foto dari presiden jokowi dengan footage dari video tersebut, namun tidak ditemukan artikel berita yang menyebut bahwa jokowi membagikan bantuan sebesar 10 juta.",1
"“lipi tidak pernah mengeluarkan hasil survei yang menyatakan elektabilitas jokowi – maruf 40,30 persen, prabowo – sandi 45, 45 persen, dan tidak tahu/tidak jawab 14,25 persen,” kata firman.","lembaga ilmu pengetahuan indonesia (lipi) memberikan klarifikasi terkait kabar yang menyebutkan bahwa lembaga tersebut sudah mengeluarkan survei elektabilitas calon presiden dan wakil presiden (capres dan cawapres) 2019. kepala pusat penelitian politik lipi, firman noor, membantah keterlibatan peneliti lipi dalam sebuah hasil survei. firman mengatakan, lembaganya tidak pernah mengeluarkan hasil survei elektabilitas pasangan calon presiden-wakil presiden 2019.
“lipi tidak pernah mengeluarkan hasil survei yang menyatakan elektabilitas jokowi – maruf 40,30 persen, prabowo – sandi 45, 45 persen, dan tidak tahu/tidak jawab 14,25 persen,” kata firman.
firman menjelaskan, saat menjadi pembicara bersama peneliti lipi, aisah putri budiarti, survei yang menjadi rujukan adalah hasil survei rumah demokrasi yang disampaikan ramdansyah, dalam acara diskusi bertajuk migrasi suara pilpres 2019: hasil survei versus realitas.
“lipi tidak terlibat sama sekali di dalam proses dan penyampaian hasil survei tersebut,” ujarnya.
menurut firman, dirinya dan aisah hadir selaku pembicara untuk mencermati secara umum peluang migrasi suara dalam pemilu 2019, dengan melihat peluang migrasi dapat terjadi melalui perpindahan dari satu pasangan calon ke pasangan calon lain, atau dari swing voter ke salah satu pasangan calon.
ia juga meminta semua pihak agar lebih cermat, berhati-hati, dan bertanggung jawab dalam menyampaikan atau menyebarluaskan berita kepada publik agar tidak terjebak pada pemberitaan hoaks yang dapat merugikan kredibilitas sebuah lembaga, khususnya lembaga penelitian seperti lipi.",0
di bawah komando tni massa dari 33 provinsi berhasil gulingkan jokowi hari ini,"sebuah unggahan di youtube menyebarkan sebuah klaim pada gambar thumbnail jika 33 provinsi di indonesia di bawah komando tni akan melakukan kudeta kepada presiden joko widodo.
akan tetapi saat disimak isi video tersebut memiliki pembahasan yang sangat berbeda dari klaim pada judul. isi video hanya membahas sebuah artikel berjudul “jokowi ingin tetap
pada artikel ini, pembahasannya berpusat mengenai isu dinasti politik yang muncul di periode kedua presiden jokowi terutama di masa-masa menjelang pemilu 2014. meski demikian, tidak ada pembahasan yang menyebut jika 33 provinsi indonesia siap gulingkan jokowi atas komando dari tni.
thumbnail yang digunakan juga diambil dari artikel kompas berjudul “fakta terkini bentrokan demo mahasiswa, rusak mobil polisi hingga robohkan pagar”, yang menyoroti tentang demo mahasiswa di dprd malang tahun 2019 lalu, hal tidak ada kaitannya dengan klaim pada judul.",1
"menggemparkan! cobaan bertubi² bagi keluarga jkw, giliran gibran digugat oleh pdipbelum seminggu dilantikmemanas..! pdip gugat gibran","pada senin (14/10/2024), akun x “ppqsi” mengunggahvideo disertai cuitan “hizbullah menyerang pangkalan zionis israel”. berikut narasi lengkapnya:
“boooommmm…..breaking:#hizbullahmenyerang pangkalan zionis israel dengan rudal terpandu dan menyebabkan kehancuran total.menyala hizbullah”
per minggu (27/10/2024), video telah ditonton lebih dari 95 ribu kali dan diposting ulang 621 kali.
tim pemeriksa fakta mafindo (turnbackhoax) pertama-tama menelusuri kebenaran klaim dengan memasukkan tangkapan layar video unggahan ke google lens. hasilnya, diketahui video tersebut merupakan dokumentasi lawas yang dimunculkan kembali.
video serupa dengan unggahan kanal youtube “niko paladino” pada desember 2015 berjudul “grosse explosion en chine!” tentang ledakan kilang gas di china.",1
"‘sholat no 1, presiden no 2’","sebuah foto yang memperlihatkan papan elektronik di masjid al-ghazali universitas sriwijaya (unsri) indralaya, kampus ogan ilir, sumatera selatan, menghebohkan warga.
sebab, di papan elektronik tersebut tertulis ajakan untuk memilih salah satu pasangan capres yang bertuliskan,”salat no.1, presiden no. 2″
ketua pengurus masjid al ghazali unsri indralaya, ustaz nurhasan, menyebut tulisan tersebut membuat jemaah yang sedang beribadah di masjid tak nyaman.
“saat kami melihat langsung, jumat pekan lalu, langsung kami turunkan. bahkan, kami sampai mencabut jack (kepala penyambung daya listrik, red) agar papan elektronik tersebut mati total,” katanya, pada jumat (22/3).
diketahui, saat waktu salat tiba, papan elektronik tersebut akan mati selama 20 menit, lalu kembali menyala. saat menyala, tulisan terkait capres itu tiba-tiba saja muncul.
nurhasan menjelaskan, papan elektronik tersebut memang bisa diubah dengan menggunakan aplikasi di smartphone dengan sambungan wifi. pihaknya menduga, ada oknum tak bertanggung jawab yang melakukan hal tersebut.
nurhasan mengaku cukup kesulitan mencari pelaku, karena masjid itu tidak hanya digunakan oleh mahasiswa saja, namun juga yang berasal dari aparatur sipil negara (asn), dosen, hingga masyarakat umum yang beribadah.
“sampai saat ini kami belum bisa melacaknya. kami menduga ini adalah upaya percobaan untuk memainkan sistem sebelumnya. sekali lagi, kami tidak mengetahui ada unsur apa,” kata nurhasan.
peristiwa ini dinilai mencoreng nama kampus unsri.
“tempat ibadah tidak boleh dilakukan hal tersebut,” kata nurhasan.
terkait adanya papan elektronik yang diduga diretas, wakil rektor unsri turut angkat bicara. mereka menganggap, oknum tersebut tidak pantas melakukan kegiatan peretasan di dalam tempat ibadah.
“kita dari unsri menyayangkan ada orang yang merusak citra unsri, sebagai kampus yang sangat netral. bahwa tidak boleh ada yang kegiatan politik di kampus,” ujar wakil rektor iii unsri dr. dr. mohammad zulkarnain di kantor pusat administrasi (kpa).
bahkan pada saat gaung pemilu mulai terasa, zulkarnain telah melakukan komitmen kepada badan eksekutif mahasiswa (bem) dan organisasi mahasiswa (ormawa) agar menjaga nama baik kampus. sebab, dikhawatirkan citra unsri akan ternoda jika melakukan kegiatan politik secara vulgar.
“kami dari unsri tetap menjaga netralitas kami selama pemilu ini,” tutur zulkarnain.
menurutnya, saat ini mereka akan melakukan beberapa pencegahan agar hal tersebut tidak terulang kembali.
mulai dari menurunkan sementara papan elektronik di masjid sampai waktu pemilu usai, hingga imbauan kepada seluruh unsur yang ada di dalam kampus.
“saya takutkan ini yang melakukan pihak luar. saya sudah komitmen kepada ormawa dan bem di kampus untuk menjaga nama baik unsri yang menjadi kebanggaan mereka,” katanya.",0
"“saya tegaskan kepada semua pihak bahwa tidak ada klaim-klaim politik sepihak oleh pihak manapun. nanti kita juga akan temui cendikiawan, ulama dan tokoh-tokoh bangsa lainnya,” ujar aziz.","himpunan mahasiswa islam (hmi) diisukan memberikan dukungan politik kepada partai berkarya. atas isu tersebut, pengurus besar hmi (pb hmi) memberikan klarifikasi. dilansir dari timesindonesia.co.id, akurat.co, rilis.id, dan telusur.co.id, ketua bidang politik dan pemerintahan pb hmi abdul aziz, menegaskan, agenda silaturahmi dengan beberapa pimpinan partai politik (parpol), khususnya ke partai berkarya beberapa waktu lalu, murni untuk membangun sinergitas kelembagaan dan sharing gagasan terkait persoalan kebangsaan.

 

“saya tegaskan kepada semua pihak bahwa tidak ada klaim-klaim politik sepihak oleh pihak manapun,” tegasnya.

 

lebih lanjut, aziz menjelaskan, agenda silaturahmi yang digagas bidang politik dan pemerintahan pb hmi itu nantinya akan menemui tokoh-tokoh bangsa yang memiliki pengaruh secara kebijakan untuk kemajuan indonesia.

 

“nanti kami juga akan temui cendikiawan, ulama, dan tokoh-tokoh bangsa lainnya,” ujar aziz.

 

sama halnya dengan aziz, ketua umum pb hmi respiratori saddam al-jihad, menjelaskan bahwa kunjungan pihaknya menemui ketua umum partai berkarya hutomo mandala putra atau tommy soeharto tersebut merupakan rangkaian silaturahmi kebangsaan yang telah dicanangkan oleh bidang politik dan pemerintahan pb hmi.

 

“intinya posisi pb hmi ingin menciptakan situasi politik yang harmonis dalam bingkai ke-indonesiaan dan kebangsaan,” tegasnya.

 

saddam juga mengatakan, selain mengunjungi pimpinan partai berkarya, sebelumnya pb hmi juga menyambangi pimpinan-pimpinan partai politik dan beberapa tokoh. “kami juga telah bertemu pimpinan-pimpinan parpol seperti airlangga hartarto, romahurmuziy, ahy, dan pak moeldoko,” ungkapnya.",0
"unggahan akun facebook officialgracenatalie : fitnah ini menggelikan, tapi tidak bisa didiamkan  hhhhhhh…. susah sekali untuk perempuan berkarya dalam dunia politik dan mencoba melakukan gebrakan di ruang publik..  selama sehari terakhir saya kebanjiran pesan dari kolega. mereka bertanya-tanya tentang apa yang mereka lihat di media sosial.  yang pertama, mereka melihat kolase foto-foto saya. masalahnya di antara foto-foto itu, ada foto ‘saya’ yang pahanya ke mana-mana atau yang mengenakan baju dengan belahan dada sangat rendah. nama penyebarnya prof tjohkohwie. saya juga dikirim kolase foto itu  waduuuh badan saya gak sebagus itu juga kali !( lagipula itu editan juga memprihatinkan.. kepala sama badan gak nempel kayak naga terbang di sinetron! hehe.  belum selesai itu, ada lagi sebuah tweet dari akun hulk. ini lebih seram lagi. dalam tweet itu saya digambarkan punya hubungan cinta dengan ahok, sampai ke tempat tidur.  bahkan, kata si hulk ini, saya diperkenalkan kepada 9 naga oleh ahok. sehingga akhirnya 9 naga menggelontorkan dana buat psi. di ujung tweet, dia menulis: info valid. waduh, kalau ini valid, ya psi sudah kaya raya dong.  ini orang kok imajinasinya tanpa batas. mesum pula!  rasanya, kali ini kelakuan ini tidak bisa dibiarkan. saya laporkan ke polisi saja ya? apa pendapat bro dan sis semua?  ","ketua umum psi grace natalie belakangan diterpa isu tak sedap setelah sebuah akun twitter bernama hulk_idn memposting sebuah cuitan dengan narasi sebagai berikut :
“cinta lokasi ahok dan grace berlanjut ke tempat tidur | ahok dan grace berbuat seperti suami istri | grace mendapat hadiah dari ahok berupa kenalan taipan 9 naga | ahok yang jadi perantara antara grace dan taipan 9 naga | akhirnya 9 naga gelontorkan dana untuk psi | *infovalid,” tulis hulk_idn
seiring munculnya postingan tersebut, melalui akun facebooknya officialgracenatalie grace natalie akhirnya angkat bicara. ia membantah semua yang dituliskan akun hulk_idn dan akan melaporkan kejadian ini kepada pihak berwajib.",0
"calon gubernur dari pdi-p,, tahun 2024 ahok  ahok-djarot resmi diusung sebagai cagub-cawagub pdi-p  akhirnya pak ahok menuju dki jakarta","akun tiktok bernama stevensby0 mengunggah video yang menampilkan sosok sekjen pdi-p, hasto kristianto tengah mengumumkan bakal pasangan cagub-cawagub, beserta narasi yang menyebut jika pengumuman itu merupakan pengumuman dari pdi-p untuk pilkada dki tahun 2024.
setelah ditelusuri melalui mesin pencari, ditemukan video serupa pada kanal youtube berita satu berjudul “breaking news: pdip resmi usung ahok-djarot” yang tayang pada 20 september 2016. video tersebut diketahui merupakan peristiwa saat pdi perjuangan resmi mengusung pasangan basuki tjahaja purnama dan djarot saiful hidayat pada pilkada dki 2017, pada video",1
“aplikasi telegram kemungkinan besar akan segera dihapus stlh pendiri telegram pavel durov ditangkap di prancis. dia ditangkap stlh menolak mengikuti perintah pemerintah israel utk menghapus data pribadi israel yang dicuri & diekspos di telegram oleh tim peretasan anti-israel”,"akun twitter hani_titik mengunggah tangkapan layar yang memberitakan ceo telegram, pavel durov, yang ditangkap di perancis dan himbauan kepada pengguna telegram untuk back up data mereka di telegram. hani_titik kemudian menambahkan bahwa durov ditangkap setelah menolak mengikuti perintah pemerintah israel untuk menghapus data pribadi israel yang dicuri dan diekspos di telegram oleh tim peretasan anti-israel. cuitan dan tangkapan layar tersebut diunggah pada 26 agustus 2024.
setelah dilakukan penelusuran, informasi tersebut menyesatkan. melansir dari artikel new york times yang berjudul “telegram founder charged with wide range of crimes in france”, durov ditahan oleh otoritas perancis atas dakwaan keterlibatannya dalam mengizinkan pengguna telegram menggunakan telegram untuk bertransaksi kegiatan ilegal dan kriminal, khususnya pelecehan seksual anak di bawah umur, perdagangan narkoba, dan penipuan bernilai jutaan dolar.
melansir dari artikel ap news, presiden perancis emmanuel macron juga menyatakan bahwa penangkapan durov tidak ada sangkut pautnya dengan politik, tetapi murni investigasi independen. presiden macron, melalui twitter resminya, menyatakan bahwa tertangkapnya durov di perancis adalah bagian dari penyelidikan yudisial yang memang sudah dan sedang berlansung, serta sama sekali bukan keputusan politik. cuitan ini dimulai dengan pernyataan presiden macron yang mengakui banyaknya informasi yang menyesatkan mengenai alasan dibalik penangkapan durov di perancis ini.",1
